4.506108737759000178e+02 3.023780918937958631e+03
4.511249560640130767e+02 3.840801920940525633e+03
4.516390345728767670e+02 2.860418989153303755e+03
4.521531092925677058e+02 3.854578728470301485e+03
4.526671802131623963e+02 3.073060674517840653e+03
4.531812473247375124e+02 3.840683505849067842e+03
4.536953106173696142e+02 3.068118757323034970e+03
4.542093700811352619e+02 3.836934836634236035e+03
4.547234257061111862e+02 3.057722926260217719e+03
4.552374774823738903e+02 3.822778248129201529e+03
4.557515253999999914e+02 3.039661635019464029e+03
4.562655694490661062e+02 3.797680441507651722e+03
4.567796096196487952e+02 3.046559128335992227e+03
4.572936459018246751e+02 3.873241975723406995e+03
4.578076782856703630e+02 3.298408977621621943e+03
4.583217067612624760e+02 3.771469263974875503e+03
4.588357313186776310e+02 3.438229715819650664e+03
4.593497519479923312e+02 4.037490043335734299e+03
4.598637686392831938e+02 3.074331612804697670e+03
4.603777813826268925e+02 3.583686587211077949e+03
4.608917901680999876e+02 3.041773704867805009e+03
4.614057949857790959e+02 3.767910958950893928e+03
4.619197958257408345e+02 3.383947761929575336e+03
4.624337926780617067e+02 3.712790329195875074e+03
4.629477855328183864e+02 2.967168876067890324e+03
4.634617743800874905e+02 3.713380302028418555e+03
4.639757592099455792e+02 3.084023434672442818e+03
4.644897400124692695e+02 3.817140318323825340e+03
4.650037167777352352e+02 3.112860780138581958e+03
4.655176894958199227e+02 3.888269404720699185e+03
4.660316581568000061e+02 3.205648082355899078e+03
4.665456227507521021e+02 3.940378375009624506e+03
4.670595832677527710e+02 3.130772808598538177e+03
4.675735396978786866e+02 3.742251885681375825e+03
4.680874920312064091e+02 3.257100817718628150e+03
4.686014402578124987e+02 3.623646177480929055e+03
4.691153843677735722e+02 3.269011180726653947e+03
4.696293243511663036e+02 3.651854183014322189e+03
4.701432601980671961e+02 3.155389493109555588e+03
4.706571918985529237e+02 3.860518048026477118e+03
4.711711194426999896e+02 2.937200952216663154e+03
4.716850428205850676e+02 3.808337531165816927e+03
4.721989620222847748e+02 3.106264068388396936e+03
4.727128770378757281e+02 3.755365884846737572e+03
4.732267878574343740e+02 3.258395702390900169e+03
4.737406944710375001e+02 3.909094581636261864e+03
4.742545968687616096e+02 2.902178368621812751e+03
4.747684950406833195e+02 3.513515077915360052e+03
4.752823889768791901e+02 3.278302628912452292e+03
4.757962786674258950e+02 3.870189340702481786e+03
4.763101641023999946e+02 3.303379463047228910e+03
4.768240452718781057e+02 3.797376688467656095e+03
4.773379221659367886e+02 3.229162484725068680e+03
4.778517947746527170e+02 3.783095802187020581e+03
4.783656630881023943e+02 3.303599392705245464e+03
4.788795270963624944e+02 3.817208313289265789e+03
4.793933867895095773e+02 3.410757181244412550e+03
4.799072421576203169e+02 3.963901250814895775e+03
4.804210931907712165e+02 3.218612200615707934e+03
4.809349398790388932e+02 3.790093916285254636e+03
4.814487822124999639e+02 3.376792671680242620e+03
4.819626201812311024e+02 3.976443928189881717e+03
4.824764537753087552e+02 3.185967268290008633e+03
4.829902829848097099e+02 3.525167227976122831e+03
4.835041077998104129e+02 3.193946243277755002e+03
4.840179282103874812e+02 3.672077507656078069e+03
